"fw","t1","t2","S","n_species","n_basal","n_nut","masses","biomasses","period"
87,15,20,1,60,20,2,"1.0916;1.1871;1.411;1.6224;1.9494;2.0727;2.435;2.6035;4.3145;14.4537;39.0215;49.8472;105.5342;114.3717;152.0552;231.4397;251.5116;309.0648;335.2477;413.9775;120.8382;128.8813;131.9898;134.6888;137.7236;137.7884;141.1138;167.9114;179.1936;220.8528;226.1338;252.2512;384.7042;454.7506;507.8956;639.3064;644.2387;865.9632;1003.2927;1494.6439;1611.865;2862.0599;2944.1217;3637.9357;6272.6405;8466.3937;10252.103;12075.7514;13065.8612;14146.4635;19957.3494;35199.7765;38081.4655;42485.6425;44655.6687;51535.3548;67549.4806;69237.6201;75930.6135;78656.9688","2.1766;2.7149;2.2012;2.3748;2.7266;2.4686;2.5842;2.7226;2.4238;2.2863;2.1268;2.5155;2.8696;2.8239;2.6513;2.3283;2.3762;2.7922;2.5224;2.1744;2.9482;2.1057;2.8674;2.1739;2.1139;2.8198;2.9263;2.7952;2.6809;2.2946;2.2708;2.9894;2.3726;2.209;2.7487;2.3388;2.6918;2.5876;2.9501;2.8493;2.5077;2.7619;2.1405;2.8404;2.3816;2.9822;2.7691;2.4099;2.5148;2.0551;2.9884;2.6485;2.2491;2.1122;2.6124;2.2706;2.8694;2.2362;2.3343;2.8178;2.8713;2.2674","D;D;N;D;C;N;N;C;C;D;C;N;C;D;N;D;D;C;C;D;N;N;N;D;D;N;D;N;D;D;C;D;N;N;D;N;N;D;C;N"
88,15,20,1,60,20,2,"1.0118;1.1559;1.767;2.2385;8.6252;8.7284;8.8557;11.9011;17.5606;17.6497;27.9929;49.107;83.0567;83.3636;230.7329;349.7994;527.623;645.6377;692.1061;761.2036;111.8628;142.2867;159.1657;160.8707;235.1699;266.9852;284.2669;571.6574;879.3014;912.0133;952.7622;1003.565;1010.3046;1024.1027;1077.2692;1263.8161;2108.4153;2262.8973;2638.7564;3590.9401;3887.181;4333.1016;5162.1151;5402.5448;6252.7862;6358.5285;7148.5418;7529.3622;7862.1013;8578.9914;8662.6056;23481.7235;28966.5057;30265.7834;33246.9008;33927.6813;35440.8786;51210.9215;76574.4248;80346.1072","2.8765;2.3611;2.5705;2.9165;2.1391;2.7264;2.01;2.3916;2.2734;2.9022;2.2358;2.1738;2.9478;2.8043;2.266;2.1981;2.0255;2.9937;2.6719;2.4384;2.8218;2.6758;2.7057;2.3597;2.0925;2.1385;2.362;2.0582;2.0238;2.6953;2.524;2.5253;2.6384;2.3575;2.2266;2.4397;2.8112;2.0181;2.2112;2.5915;2.4388;2.2092;2.8547;2.1085;2.7332;2.7796;2.0114;2.9599;2.1673;2.6701;2.6259;2.9427;2.361;2.5807;2.4659;2.8529;2.6284;2.0547;2.6812;2.5999;2.3859;2.0183","D;N;C;N;D;D;N;C;C;C;D;N;C;C;C;D;C;D;N;N;N;N;N;C;N;D;N;N;N;D;C;D;N;C;N;D;C;N;C;D"
89,15,20,1,60,20,2,"1.2083;1.4141;1.8823;1.928;2.1182;2.7524;3.1121;7.2;9.9873;11.3697;26.2746;87.9998;100.7456;114.0387;124.9342;142.8621;188.9757;288.5029;510.3823;545.4223;108.076;160.4026;219.4648;296.15;362.6356;389.0398;480.9511;537.2003;550.5438;559.5799;592.9251;885.4736;1862.7714;1864.6287;1877.5865;2018.2256;2140.5716;2262.0953;2297.9405;3120.9905;3236.9237;3412.4311;3441.1468;4614.1575;5950.004;6322.0106;6623.4003;7738.5418;8651.6455;11641.4665;18188.2335;18765.6793;21807.7268;26936.9557;37521.8256;42368.1132;44674.7767;48899.703;57159.5403;73636.8637","2.0604;2.7423;2.059;2.0528;2.0934;2.464;2.727;2.6042;2.7809;2.8594;2.477;2.8038;2.3485;2.4809;2.1766;2.7072;2.4371;2.1898;2.0371;2.6832;2.9905;2.0961;2.1498;2.0076;2.8441;2.399;2.1774;2.5495;2.5848;2.8879;2.2728;2.1771;2.5826;2.6948;2.5097;2.5822;2.2046;2.1924;2.562;2.3064;2.9748;2.4532;2.0077;2.6835;2.024;2.8575;2.2878;2.9588;2.4786;2.4804;2.5456;2.3711;2.8244;2.2161;2.7354;2.7734;2.1241;2.233;2.0234;2.188;2.0311;2.2316","N;N;D;C;N;D;C;N;C;C;D;N;D;N;N;N;D;D;C;D;N;D;D;C;D;N;C;N;C;N;D;C;N;C;D;D;D;D;C;D"
90,15,20,1,60,20,2,"1.8128;7.6452;17.1296;23.7953;28.0455;30.1277;35.4934;36.6912;75.6518;93.2909;103.894;105.6208;133.5023;175.5239;533.2056;603.8208;676.6423;781.6187;809.8052;923.4957;124.7541;128.0803;148.0298;173.5891;261.2133;271.0153;329.8408;626.3736;1080.7014;1285.3912;1290.4297;1550.1259;1957.6513;2528.0031;2552.1421;2905.1658;2989.1425;3127.7201;3210.9739;3538.8518;3825.0868;3989.4209;4607.4906;4840.136;5147.0777;5369.2048;6655.53;7108.8479;8612.6073;11416.293;14278.6305;14344.9867;14348.8661;24689.0405;25480.5862;26816.5602;30745.4687;42773.2679;71335.1016;88634.7272","2.1873;2.9169;2.4619;2.423;2.8686;2.7396;2.8559;2.169;2.7667;2.8154;2.741;2.091;2.5656;2.6954;2.3505;2.0647;2.7224;2.3194;2.1426;2.8109;2.8048;2.8659;2.7907;2.2287;2.848;2.8587;2.7869;2.2847;2.0882;2.9631;2.6687;2.9465;2.3946;2.4508;2.0935;2.0417;2.5758;2.508;2.6022;2.207;2.8214;2.5102;2.502;2.99;2.0555;2.1316;2.2487;2.1772;2.6357;2.9671;2.0463;2.7207;2.1283;2.4594;2.0832;2.238;2.8441;2.3316;2.6293;2.3721;2.0107;2.2762","D;N;C;C;D;D;D;D;D;C;C;D;D;D;C;C;C;N;N;D;N;C;D;N;C;C;C;C;C;N;D;C;N;D;N;C;D;N;C;D"
91,15,20,1,60,20,2,"1.617;1.9759;3.1241;3.5882;4.4066;4.7601;4.9634;5.3597;5.6522;12.7394;20.7995;24.4674;34.7242;42.2198;42.7142;66.6436;83.9605;126.1029;128.3883;214.354;102.9413;117.0224;119.8135;150.6952;176.8173;392.7999;420.8486;482.2673;537.929;555.1651;565.78;586.9589;604.1086;656.8569;702.1379;814.3947;1333.8087;1376.8909;2061.892;2607.1741;3062.4878;4796.8634;5517.4755;7408.9641;9105.3016;9670.6444;10134.5308;11342.2977;17907.2326;21279.2505;21486.1761;22244.4563;23628.6114;30447.4107;31288.8733;56397.6758;65706.548;66615.3265;72168.8085;98758.3999","2.4702;2.0841;2.3069;2.2985;2.0324;2.4778;2.3531;2.1034;2.5774;2.6625;2.85;2.223;2.1632;2.2012;2.5867;2.5927;2.5369;2.8597;2.8112;2.2977;2.1743;2.8755;2.1909;2.9368;2.842;2.9572;2.8637;2.4353;2.8348;2.806;2.3604;2.4148;2.0708;2.4014;2.2018;2.8609;2.0676;2.2207;2.114;2.5347;2.4647;2.6689;2.7863;2.1639;2.9428;2.1401;2.3939;2.4073;2.4568;2.0783;2.4545;2.4377;2.9714;2.2895;2.0111;2.721;2.9252;2.2993;2.225;2.5373;2.9315;2.676","N;N;C;N;C;D;C;N;N;C;C;C;D;C;D;D;N;N;N;N;C;C;C;C;D;D;C;N;N;N;N;D;C;C;N;N;C;N;N;C"
92,15,20,1,60,20,2,"1.058;1.0671;2.3979;4.2682;5.3215;6.759;8.6595;9.6039;12.2417;12.5826;33.2569;34.8211;43.4731;256.854;315.528;344.3646;535.4875;609.5562;658.0398;685.2662;114.5671;170.091;192.4994;284.6223;464.2597;558.6548;640.9059;768.611;790.8393;824.9447;972.3376;1313.0511;1374.7047;1461.4638;1592.1019;2089.7948;2283.3292;2386.8741;2466.0321;2641.2146;2981.0203;3315.0574;3780.0364;5362.5925;7881.3597;8395.3137;8500.0163;8869.925;10150.0199;10490.242;12629.9143;14936.7568;15419.5869;17814.5293;19956.0435;23655.7743;26460.0025;29533.664;48745.9713;65373.5375","2.565;2.6364;2.7101;2.7125;2.3124;2.9975;2.4542;2.289;2.8147;2.1615;2.3262;2.962;2.7983;2.0937;2.1715;2.7679;2.6352;2.8509;2.5455;2.108;2.3825;2.8509;2.6301;2.0014;2.8525;2.0474;2.709;2.9115;2.0433;2.3581;2.9215;2.056;2.5509;2.1181;2.7352;2.8217;2.3482;2.5681;2.994;2.6354;2.0931;2.0812;2.0905;2.8691;2.7622;2.3535;2.9316;2.9811;2.7319;2.6855;2.2947;2.4633;2.1584;2.3037;2.4016;2.5016;2.9657;2.4898;2.8442;2.0744;2.2926;2.7364","C;C;C;D;C;C;C;N;C;D;N;C;N;C;C;D;N;C;N;N;C;C;N;C;C;N;N;N;D;D;D;D;D;C;C;C;D;D;D;N"
93,15,20,1,60,20,2,"1.0167;1.3632;1.4014;1.4928;1.6099;2.3308;2.3809;2.9045;5.6716;10.1557;10.4393;11.4222;18.3436;26.6782;28.9867;30.3012;55.0523;173.3595;305.8718;540.9869;103.5449;104.7433;112.3502;133.1875;137.4133;137.9201;147.6131;177.1108;178.6941;182.2703;208.8943;231.8672;293.3018;312.7261;397.6724;426.809;475.2388;671.584;702.3412;762.6315;1014.5076;1129.6198;1153.644;2285.6272;2581.8086;3065.6183;4761.6207;4888.3519;4927.3748;6558.5811;8292.4275;8778.4258;9747.2644;14348.8273;15825.4102;19270.535;20126.4261;40937.3952;42728.8048;54478.417","2.6591;2.64;2.6214;2.8845;2.1946;2.9553;2.4089;2.0624;2.2708;2.8071;2.7292;2.4116;2.0221;2.2019;2.1173;2.0892;2.9254;2.3037;2.3475;2.8582;2.2982;2.3497;2.8322;2.7716;2.6903;2.6429;2.5638;2.0034;2.4829;2.3561;2.9364;2.7483;2.3763;2.8442;2.2887;2.0545;2.054;2.5869;2.1986;2.6343;2.145;2.4497;2.0604;2.1601;2.5061;2.3991;2.4102;2.5097;2.3401;2.4238;2.1457;2.9745;2.74;2.0383;2.3455;2.1629;2.2856;2.4186;2.8029;2.664;2.975;2.8138","N;N;D;C;N;D;N;N;N;C;N;N;D;N;N;D;D;N;D;D;C;C;N;C;D;D;N;D;D;D;C;N;N;N;C;N;N;C;C;D"
94,15,20,1,60,20,2,"1.4679;1.9917;2.1432;2.1749;4.1667;5.0904;6.2104;12.9143;16.9426;18.6531;19.1747;20.659;22.0166;87.1864;90.6644;94.9246;115.3692;570.1194;709.2883;854.1472;114.5652;148.9607;205.2612;250.6049;266.998;405.6948;810.0546;936.0479;937.538;995.3401;1111.3931;1593.9536;2066.7583;2608.0146;3139.6365;3771.9489;3999.6072;5413.231;5563.5742;6840.3281;7416.3486;8406.0321;9350.6136;9485.7856;9964.9309;16340.3046;16685.8879;20387.4284;22374.5736;23444.5431;25168.8918;26688.1218;28427.6004;33795.9567;51512.4432;51850.7189;57389.7395;58375.1121;85715.2665;89540.2549","2.3359;2.8135;2.8204;2.3148;2.9661;2.4629;2.28;2.8738;2.6847;2.3033;2.4081;2.1781;2.2422;2.5359;2.8072;2.6799;2.5163;2.8645;2.0739;2.4258;2.8306;2.4993;2.2834;2.9045;2.0184;2.1295;2.9214;2.3682;2.3468;2.2529;2.8915;2.9673;2.0565;2.2397;2.752;2.0232;2.297;2.2082;2.2845;2.2096;2.9415;2.3126;2.2151;2.9528;2.739;2.7179;2.3173;2.3811;2.2015;2.3144;2.2457;2.7043;2.1298;2.4601;2.7059;2.0435;2.5111;2.6735;2.5601;2.6433;2.1669;2.6105","N;N;N;D;N;C;N;D;C;D;C;N;N;D;N;C;D;C;C;C;C;C;C;C;C;D;C;N;D;C;N;D;N;C;D;N;D;D;D;D"
95,15,20,1,60,20,2,"1.0274;1.1839;1.4856;3.3531;4.3143;4.7857;11.8433;14.2735;22.4276;30.5634;51.2297;75.3237;103.4989;144.1785;255.8531;347.8101;543.0116;670.1618;769.6417;804.9934;125.18;160.5066;315.2695;323.9122;334.7096;384.7128;405.5063;418.9768;463.9323;540.5994;563.9735;572.9647;644.5245;836.7628;889.5414;1005.0405;1018.1604;1198.1224;1375.2107;1377.4163;1464.4634;1499.8445;1555.7753;1613.8597;2074.3839;2255.2016;3001.4746;3230.4766;3263.9019;3273.2085;3731.641;6826.491;13141.5506;32728.0354;41957.317;56045.5965;57790.1276;81362.9713;81662.0414;92590.3748","2.1481;2.5732;2.7509;2.1987;2.6637;2.1186;2.7141;2.6785;2.6218;2.0649;2.1802;2.0945;2.0154;2.5008;2.9022;2.6412;2.0325;2.1398;2.3558;2.41;2.4462;2.8536;2.2287;2.4209;2.791;2.8564;2.5981;2.7814;2.4694;2.6858;2.0053;2.0492;2.0928;2.7282;2.7728;2.5631;2.0342;2.1359;2.7675;2.7716;2.3655;2.066;2.3935;2.9856;2.4249;2.038;2.6679;2.9599;2.9748;2.8106;2.3992;2.7332;2.491;2.8575;2.3148;2.9279;2.6247;2.349;2.443;2.8294;2.627;2.1704","N;N;N;N;D;D;C;D;C;N;N;N;D;N;D;D;C;C;N;D;N;C;D;N;D;N;C;D;C;N;C;C;C;C;N;N;N;N;D;D"
96,15,20,1,60,20,2,"1.6258;1.6445;2.1543;2.5266;3.3769;5.771;11.0666;18.4869;21.1228;27.8325;46.7238;64.8983;136.3315;137.6748;142.2889;212.3516;355.7509;579.4689;633.3267;794.1613;100.4062;103.6643;104.265;124.2284;124.8299;124.9067;134.1488;142.7121;148.4157;154.0346;160.1683;164.5707;252.5988;343.6716;429.4204;565.6688;579.1289;1019.9411;1121.9947;1355.7306;1392.1358;1502.0487;1540.3522;2909.3897;4453.0004;4652.1914;5930.032;8588.3994;11783.2624;17344.8194;17971.743;23796.4515;26261.1251;26677.8962;28522.3097;29014.9817;30294.0115;37875.581;57100.2849;88250.7566","2.0365;2.4249;2.1523;2.4912;2.2331;2.3034;2.1601;2.4669;2.8317;2.4273;2.2349;2.3429;2.1611;2.9468;2.1937;2.4561;2.0812;2.926;2.3327;2.1388;2.1806;2.7162;2.6857;2.8541;2.993;2.6088;2.0577;2.8397;2.9855;2.7774;2.4907;2.6541;2.3532;2.0568;2.5318;2.0929;2.6645;2.1576;2.9921;2.1251;2.2523;2.6786;2.7514;2.0108;2.8565;2.6473;2.0513;2.614;2.556;2.0059;2.765;2.3999;2.8508;2.0285;2.4377;2.8696;2.438;2.2702;2.8357;2.2512;2.9226;2.8982","N;C;D;C;N;C;N;D;D;C;C;N;N;D;C;C;C;C;C;C;N;D;D;C;C;D;N;D;C;D;D;C;C;D;D;N;D;D;D;N"
97,15,20,1,60,20,2,"1.2012;1.5056;1.7242;5.6425;8.9739;9.752;12.0258;32.1031;39.0121;44.7056;49.8781;62.1138;71.5025;101.7142;109.4094;195.1753;389.3503;427.5626;464.0695;588.5562;147.1954;173.4817;202.5551;262.9371;339.27;431.6628;452.9404;476.0293;523.8767;611.8855;910.1643;1376.1126;1710.3305;1898.017;1949.7477;2028.1423;2186.686;2456.8218;4312.7737;4978.6924;7064.7233;8803.3507;8854.6186;9731.5762;11464.1984;12635.6325;13148.4915;15875.15;18012.1095;20078.8775;30027.152;33480.4917;36182.7241;41532.1546;45856.9752;49126.3752;55906.1794;68450.8082;76914.0614;81725.5367","2.5195;2.6825;2.4645;2.7193;2.624;2.0384;2.2615;2.5459;2.4194;2.9023;2.2733;2.04;2.2756;2.1866;2.3181;2.0115;2.0156;2.3289;2.853;2.285;2.9962;2.5317;2.8902;2.9674;2.2009;2.5949;2.4399;2.6307;2.4221;2.0848;2.5289;2.0883;2.6755;2.4425;2.8268;2.0494;2.2998;2.746;2.5142;2.4918;2.485;2.7802;2.525;2.1402;2.0764;2.8252;2.8865;2.3955;2.8948;2.1926;2.0484;2.8244;2.1214;2.8555;2.0973;2.2562;2.0567;2.6234;2.5166;2.5324;2.872;2.698","N;D;N;N;C;D;N;N;C;D;N;C;N;D;D;C;D;D;D;N;N;C;C;C;C;N;N;N;D;N;D;D;N;C;N;C;C;N;C;D"
98,15,20,1,60,20,2,"1.0616;1.1157;2.7121;3.0435;3.0603;3.9051;7.5572;11.4058;12.1086;12.2548;23.7558;30.6738;33.461;41.7227;79.0479;203.4878;219.0232;241.2259;273.8895;618.2392;102.3333;105.6182;145.7983;184.3422;217.2751;298.0688;316.5979;357.6734;449.0463;534.5482;567.2317;581.6257;695.1213;1118.2399;1483.2985;2023.2808;2437.069;2992.7475;3271.1523;4721.1187;7181.0403;8151.3927;8361.5175;8646.1108;9885.1841;10407.8955;10484.3469;12127.2087;13218.3462;14559.3166;27417.2868;36630.4373;43390.6434;49513.1642;54309.0799;58957.8239;62286.9663;76079.1165;91468.14;92144.034","2.4053;2.6228;2.0798;2.5412;2.2896;2.4855;2.0215;2.5284;2.1754;2.3005;2.7523;2.657;2.7444;2.1654;2.6646;2.322;2.2308;2.4369;2.3375;2.6697;2.6507;2.376;2.5709;2.68;2.0753;2.1219;2.8343;2.1503;2.5448;2.0286;2.0621;2.4252;2.5416;2.3288;2.5751;2.8176;2.6978;2.5246;2.7646;2.0272;2.8966;2.977;2.9622;2.5667;2.6938;2.4935;2.6884;2.5113;2.0458;2.0779;2.5078;2.9313;2.8907;2.6496;2.7932;2.2362;2.3723;2.2756;2.0375;2.3465;2.299;2.8718","C;N;D;N;N;N;C;N;D;D;N;D;N;N;D;D;D;N;D;N;N;N;N;D;N;C;C;C;D;D;N;N;D;C;D;N;C;N;D;N"
99,15,20,1,60,20,2,"1.33;5.5096;9.7414;14.9758;19.6161;20.8088;33.5169;40.6094;65.1657;107.7044;176.8428;183.2929;223.9925;227.4857;285.8963;311.1561;541.9125;676.4001;867.3463;986.7413;119.4213;125.3098;154.6877;158.694;166.1236;174.7531;202.3642;226.7518;273.3295;312.7123;335.2001;362.7454;366.6438;799.8263;882.7649;977.1363;1184.3385;1562.9659;1736.1044;5791.7113;5923.4928;6010.6948;6134.7916;6533.4524;8774.2154;9856.2082;10002.6001;12109.3622;13921.3279;14503.9525;18096.118;22686.9973;32313.075;37202.2785;40081.7445;51548.1631;51790.7652;54962.1475;61981.234;85611.6757","2.1611;2.7698;2.6118;2.3322;2.1299;2.2705;2.2906;2.2144;2.8864;2.0065;2.3853;2.1918;2.4993;2.2966;2.0175;2.4049;2.9714;2.2227;2.9607;2.5281;2.9106;2.8931;2.3;2.3238;2.9624;2.2117;2.7533;2.9255;2.6327;2.6597;2.527;2.4524;2.3905;2.5708;2.867;2.9635;2.251;2.7382;2.4939;2.7054;2.169;2.7274;2.0045;2.4736;2.817;2.8546;2.6251;2.8968;2.8792;2.9211;2.8453;2.0966;2.5465;2.011;2.1002;2.6306;2.3879;2.4947;2.6862;2.8057;2.358;2.6183","D;N;N;C;D;C;D;N;C;D;C;N;C;C;N;C;C;N;D;N;D;C;N;N;N;D;N;N;N;C;D;C;N;N;D;D;D;N;N;C"
100,15,20,1,60,20,2,"1.0088;1.2582;2.0837;2.2788;5.1052;6.1816;7.0824;8.7735;14.4572;29.3417;35.1666;41.3312;44.7423;73.2802;144.9543;214.6994;219.8779;351.3863;475.6517;972.3826;101.1477;140.8023;163.427;177.234;358.7168;521.7176;576.7458;639.5176;701.7337;967.5705;1051.2343;1065.8959;1456.2852;1540.2632;1598.4943;1852.7346;2262.0893;2322.7833;2781.4456;3032.2905;3377.7441;3676.281;3868.2243;4259.1837;4294.7871;5276.7349;10855.5795;11138.8373;13704.6108;17645.9663;19084.0508;22667.2297;28472.3683;40144.849;44292.4323;51421.1008;65116.5025;70535.9353;77722.6;90402.192","2.0297;2.6095;2.7995;2.8586;2.0521;2.3805;2.203;2.3332;2.6188;2.3241;2.908;2.8576;2.0889;2.0658;2.1483;2.2193;2.2882;2.8191;2.8388;2.054;2.8564;2.0409;2.2281;2.5417;2.2217;2.6695;2.3268;2.0394;2.3759;2.5725;2.5886;2.5891;2.2911;2.3854;2.0741;2.3297;2.3564;2.8001;2.5283;2.976;2.1285;2.3826;2.4111;2.5785;2.2965;2.2759;2.3471;2.9008;2.555;2.2987;2.1431;2.5158;2.6338;2.8734;2.4991;2.4337;2.4677;2.2433;2.2217;2.6323;2.7028;2.8768","C;C;N;C;D;D;D;C;N;N;C;N;D;D;N;N;D;N;C;N;D;C;D;N;C;C;D;C;N;C;N;N;C;C;C;C;N;N;D;D"
